File Name,Trial Number,Initial Soft Constraints,Initial Hard Constraints,Final Soft Constraints,Final Hard Constraints,Timestamp,feasible size,Elapsed Time (seconds),Improvement
rye-s-93,70,0.4335730654447153,0.0,0.4333158637986248,0.0,2024-07-14 15:05:56,28,509.810204744339,0.0002572016460904991
ute-s-92,71,0.47879722179993917,0.0,0.4785349840377014,0.0,2024-07-14 15:07:01,22,64.67920279502869,0.0002622377622377714
car-s-91,72,0.40726241701481736,0.0,0.40726241701481736,0.0,2024-07-14 15:22:29,87,928.5825018882751,0.0
car-f-92,73,0.4103193053176626,0.0,0.4103193053176626,0.0,2024-07-14 15:27:45,82,315.6748831272125,0.0
ear-f-83,74,0.4305941641868075,0.0,0.41194944381609144,0.0,2024-07-14 15:28:30,52,44.983630657196045,0.018644720370716072
kfu-s-93,75,0.5228756138482622,0.0,0.518937041741866,0.0,2024-07-14 15:32:20,2,229.6931767463684,0.003938572106396254
sta-f-83,76,0.5145493308466912,0.0,0.5145493308466912,0.0,2024-07-14 15:32:29,75,9.604793787002563,0.0
tre-s-92,77,0.4394129357058001,0.0,0.4383023651551596,0.0,2024-07-14 15:33:24,67,54.56486797332764,0.0011105705506405106
uta-s-92,78,0.4097753011726276,0.0,0.4097753011726276,0.0,2024-07-14 15:53:44,99,1220.3365869522095,0.0
yor-f-83,79,0.4516574585635359,0.0,0.45062154696132595,0.0,2024-07-14 15:54:30,30,45.47947430610657,0.001035911602209949
hec-s-92,80,0.437976662771845,0.0,0.42022974919159806,0.0,2024-07-14 15:54:33,68,2.7057487964630127,0.017746913580246937
lse-f-91,81,0.45363864043037433,0.0,0.45363864043037433,0.0,2024-07-14 15:56:42,36,129.50845336914062,0.0
rye-s-93,82,0.42618040248694744,0.0,0.42618040248694744,0.0,2024-07-14 15:57:40,75,58.1475932598114,0.0
ute-s-92,83,0.47043601778656124,0.0,0.47043601778656124,0.0,2024-07-14 15:57:44,86,3.7304890155792236,0.0
car-s-91,84,0.4095642802088491,0.0,0.4095642802088491,0.0,2024-07-14 16:08:30,52,646.5872042179108,0.0
car-f-92,85,0.4260618738727953,0.0,0.4260618738727953,0.0,2024-07-14 16:15:14,13,403.3345847129822,0.0
ear-f-83,86,0.4552042040475694,0.0,0.4552042040475694,0.0,2024-07-14 16:15:19,15,5.1104655265808105,0.0
kfu-s-93,87,0.4817988077696506,0.0,0.4786994975103739,0.0,2024-07-14 16:15:59,73,40.14486002922058,0.003099310259276733
sta-f-83,88,0.5200579941550019,0.0,0.519608353867232,0.0,2024-07-14 16:16:21,44,22.229674816131592,0.0004496402877698369
tre-s-92,89,0.4446793773368304,0.0,0.4446793773368304,0.0,2024-07-14 16:16:33,78,11.685503721237183,0.0
uta-s-92,90,0.40935032425509243,0.0,0.40935032425509243,0.0,2024-07-14 16:27:17,10,644.4243605136871,0.0
yor-f-83,91,0.45345038249043773,0.0,0.44483106672333195,0.0,2024-07-14 16:28:26,39,68.83552956581116,0.008619315767105784
hec-s-92,92,0.4810778466164869,0.0,0.4810778466164869,0.0,2024-07-14 16:28:45,4,19.225525856018066,0.0
lse-f-91,93,0.4586388982054798,0.0,0.43304834702437744,0.0,2024-07-14 16:30:01,22,75.72110104560852,0.025590551181102372
rye-s-93,94,0.42334155961140985,0.0,0.42334155961140985,0.0,2024-07-14 16:32:29,87,148.21547484397888,0.0
ute-s-92,95,0.5948032266646397,0.0,0.5948032266646397,0.0,2024-07-14 16:32:52,2,22.626306533813477,0.0
car-s-91,96,0.40866430274348076,0.0,0.40756549969537426,0.0,2024-07-14 16:36:15,62,202.49288129806519,0.0010988030481065003
car-f-92,97,0.41982465944076586,0.0,0.41982465944076586,0.0,2024-07-14 16:36:48,99,33.21046185493469,0.0
ear-f-83,98,0.44917389120098394,0.0,0.44917389120098394,0.0,2024-07-14 16:37:15,19,27.557020664215088,0.0
kfu-s-93,99,0.48050630311414,0.0,0.4761679083202137,0.0,2024-07-14 16:38:04,54,48.531527519226074,0.004338394793926281
car-s-91,0,0.4115688947918935,0.0,0.41138561033441556,0.0,2024-07-14 17:45:35,45,271.04248785972595,0.0001832844574779502
car-f-92,0,0.4109840754914805,0.0,0.4109840754914805,0.0,2024-07-14 17:49:36,49,99.55138635635376,0.0
car-f-92,1,0.40761450721796466,0.0,0.40761450721796466,0.0,2024-07-14 17:55:54,68,377.5301139354706,0.0
car-f-92,2,0.4251915992894727,0.0,0.4251915992894727,0.0,2024-07-14 18:01:15,14,321.0354619026184,0.0
car-f-92,3,0.4163412029623745,0.0,0.4163412029623745,0.0,2024-07-14 18:02:20,91,65.53855443000793,0.0
car-f-92,4,0.4189503828131129,0.0,0.41733896476523075,0.0,2024-07-14 18:04:12,62,112.11508083343506,0.0016114180478821738
car-f-92,5,0.41402051042050714,0.0,0.41402051042050714,0.0,2024-07-14 18:05:10,76,57.92766737937927,0.0
car-f-92,6,0.41437685675583624,0.0,0.41437685675583624,0.0,2024-07-14 18:06:28,86,77.64277338981628,0.0
car-f-92,7,0.4156880761299937,0.0,0.41499746839518703,0.0,2024-07-14 18:11:48,7,320.53438353538513,0.0006906077348066697
car-f-92,8,0.40824393355835475,0.0,0.4074382245344137,0.0,2024-07-14 18:13:05,21,76.6797935962677,0.0008057090239410591
car-f-92,9,0.41021322279981665,0.0,0.41021322279981665,0.0,2024-07-14 18:15:23,97,137.46797609329224,0.0
hec-s-92,0,0.4676407117560211,0.0,0.42024729853355436,0.28900112233445563,2024-07-15 00:24:31,5,131.71510648727417,0.04739341322246676
