Instance,Trial,Generation,Time,Best,Worst
pur-s-93,1,0,270.6422290802002,218962.0,2000000308018.0
pur-s-93,1,1,659.7082960605621,218962.0,1971000308734.0
pur-s-93,1,2,995.5637323856354,218962.0,1913000302050.0
pur-s-93,1,3,1270.9459154605865,218962.0,1880000308984.0
pur-s-93,1,4,1551.3117966651917,218962.0,1857000304050.0
pur-s-93,1,5,1847.8520488739014,218962.0,1841000305764.0
pur-s-93,1,6,2124.145670413971,218962.0,1830000302094.0
pur-s-93,1,7,2406.1441922187805,218962.0,1814000306586.0
pur-s-93,1,8,2685.405129432678,218962.0,1546000291928.0
pur-s-93,1,9,2949.9305942058563,218962.0,934000266974.0
pur-s-93,1,10,3216.6123645305634,218962.0,787000258478.0
pur-s-93,1,11,3483.85667347908,218962.0,594000272596.0
pur-s-93,1,12,3765.611811876297,218962.0,526000244034.0
pur-s-93,1,13,4031.1694841384888,218962.0,391000230684.0
pur-s-93,1,14,4290.321030855179,218962.0,277000226758.0
pur-s-93,1,15,4548.626516580582,218962.0,94000219524.0
pur-s-93,1,16,4825.453540802002,218962.0,77000256272.0
pur-s-93,1,17,5479.272124528885,212966.0,1989000307286.0
pur-s-93,1,18,5762.907751321793,212966.0,1938000307380.0
pur-s-93,1,19,6034.701045751572,212966.0,1873000307228.0
pur-s-93,1,20,6350.116431951523,212966.0,1860000307648.0
pur-s-93,1,21,6703.270519256592,212966.0,1846000309116.0
pur-s-93,1,22,6947.260689020157,212966.0,1833000302494.0
pur-s-93,1,23,7228.369305372238,212966.0,1806000300566.0
pur-s-93,1,24,7505.5377905368805,212966.0,964000255784.0
pur-s-93,1,25,7789.408527612686,212966.0,876000247168.0
pur-s-93,1,26,8044.454158067703,212966.0,599000266282.0
pur-s-93,1,27,8314.47441482544,212966.0,212000222734.0
pur-s-93,1,28,8602.380911827087,212966.0,186000217152.0
pur-s-93,1,29,8879.92752456665,212966.0,100000213110.0
pur-s-93,1,30,9156.211821317673,212966.0,234364.0
pur-s-93,1,31,9431.787164211273,212966.0,218962.0
pur-s-93,1,32,9697.57925081253,212966.0,218962.0
pur-s-93,1,33,9961.718336343765,212966.0,218962.0
pur-s-93,1,34,10229.266217708588,212966.0,218962.0
pur-s-93,1,35,10489.003468990326,212966.0,218962.0
pur-s-93,1,36,10756.204637527466,212966.0,218962.0
pur-s-93,1,37,11023.029026269913,212966.0,218962.0
pur-s-93,1,38,11294.967717409134,212966.0,218962.0
pur-s-93,1,39,11571.245743513107,212966.0,218962.0
pur-s-93,1,40,11847.892379760742,212966.0,218962.0
pur-s-93,1,41,12120.475812673569,212966.0,218962.0
pur-s-93,1,42,12399.259093046188,212966.0,218962.0
pur-s-93,1,43,12659.224415302277,212966.0,218962.0
pur-s-93,1,44,12932.699879407883,212966.0,218962.0
pur-s-93,1,45,13197.192050933838,212966.0,218962.0
pur-s-93,1,46,13461.882494449615,212966.0,218962.0
pur-s-93,1,47,14002.895599842072,212966.0,1993000307496.0
pur-s-93,1,48,14273.719271659851,212966.0,1925000310054.0
pur-s-93,1,49,14604.792400598526,212966.0,1878000305050.0
pur-s-93,1,50,14875.049221992493,212966.0,1854000305276.0
pur-s-93,1,51,15211.837639331818,212966.0,1836000300180.0
pur-s-93,1,52,15501.38357424736,212966.0,1827000302436.0
pur-s-93,1,53,15828.920986175537,212966.0,1810000298424.0
pur-s-93,1,54,16145.17814040184,212966.0,985000254472.0
pur-s-93,1,55,16460.727071762085,212966.0,545000253364.0
pur-s-93,1,56,16783.12896490097,212966.0,78000212758.0
pur-s-93,1,57,17113.295273542404,212966.0,78000212758.0
pur-s-93,1,58,17441.56821870804,212966.0,78000212758.0
pur-s-93,1,59,17760.132514238358,212966.0,78000212758.0
pur-s-93,1,60,18082.571684598923,212966.0,78000212758.0
pur-s-93,1,61,18409.261026859283,212966.0,78000212758.0
pur-s-93,1,62,18961.08268713951,212966.0,1998000309584.0
pur-s-93,1,63,19223.07490825653,212966.0,1944000307536.0
pur-s-93,1,64,19497.685956716537,212966.0,1894000304382.0
pur-s-93,1,65,19768.28028011322,212966.0,1866000303532.0
pur-s-93,1,66,20032.727879285812,212966.0,1849000306174.0
pur-s-93,1,67,20292.742788553238,212966.0,1825000301756.0
pur-s-93,1,68,20622.106345891953,212966.0,1477000286534.0
pur-s-93,1,69,20967.825135946274,212966.0,928000272114.0
pur-s-93,1,70,21319.299322366714,212966.0,596000237660.0
pur-s-93,1,71,21673.643827676773,212966.0,183000219250.0
pur-s-93,1,72,22037.063225984573,212966.0,95000212926.0
pur-s-93,1,73,22393.82124042511,212966.0,84000212878.0
pur-s-93,1,74,22723.619470834732,212966.0,77000212862.0
pur-s-93,1,75,23284.13960504532,212966.0,1997000308966.0
pur-s-93,1,76,23548.87075471878,212966.0,1933000304062.0
pur-s-93,1,77,23824.500296354294,212966.0,1880000302854.0
pur-s-93,1,78,24089.236852407455,212966.0,1860000304780.0
pur-s-93,1,79,24357.53427553177,212966.0,1850000298828.0
pur-s-93,1,80,24647.11099267006,212966.0,1840000299612.0
pur-s-93,1,81,24916.931710481644,212966.0,1825000302452.0
pur-s-93,1,82,25190.791548728943,212966.0,1798000301606.0
pur-s-93,1,83,25447.637514591217,212966.0,748000256266.0
pur-s-93,1,84,26101.797691583633,212966.0,1995000304646.0
pur-s-93,1,85,26545.613506555557,212966.0,1939000313154.0
pur-s-93,1,86,26797.004056930542,212966.0,1886000305744.0
pur-s-93,1,87,27073.806000471115,212966.0,1865000308118.0
pur-s-93,1,88,27347.595276355743,212966.0,1853000299316.0
pur-s-93,1,89,27628.231630802155,212966.0,1840000302640.0
pur-s-93,1,90,27944.99156808853,212966.0,1833000306636.0
pur-s-93,1,91,28260.384201049805,212966.0,1802000304758.0
pur-s-93,1,92,28584.037509202957,212966.0,1107000259338.0
pur-s-93,1,93,28888.712443113327,212966.0,714000255382.0
pur-s-93,1,94,29208.806755304337,212966.0,581000237188.0
pur-s-93,1,95,29523.302845954895,212966.0,108000270926.0
pur-s-93,1,96,29788.641150712967,212966.0,91000212674.0
pur-s-93,1,97,30110.462299585342,212966.0,89000212818.0
pur-s-93,1,98,30418.953315258026,212966.0,87000212610.0
pur-s-93,1,99,30741.147758483887,212966.0,87000212610.0
pur-s-93,1,100,31065.503408670425,212966.0,87000212610.0
pur-s-93,1,101,31382.155012845993,212966.0,87000212610.0
pur-s-93,1,102,31682.49053621292,212966.0,83000214152.0
pur-s-93,1,103,32012.091631650925,212966.0,59000212936.0
pur-s-93,1,104,32340.824063777924,212966.0,58000212908.0
pur-s-93,1,105,32649.41115117073,212966.0,36000212894.0
pur-s-93,1,106,33228.241852760315,212966.0,1997000309702.0
pur-s-93,1,107,33496.88930773735,212966.0,1942000304884.0
pur-s-93,1,108,33760.61955118179,212966.0,1884000305978.0
pur-s-93,1,109,34024.48653435707,212966.0,1869000304612.0
pur-s-93,1,110,34292.4792842865,212966.0,1856000308752.0
pur-s-93,1,111,34552.61876106262,212966.0,1835000300138.0
pur-s-93,1,112,34827.762266635895,212966.0,1821000298548.0
pur-s-93,1,113,35097.10966515541,212966.0,949000249844.0
pur-s-93,1,114,35656.736864328384,212966.0,1994000307460.0
pur-s-93,1,115,35938.91454386711,212966.0,1929000305446.0
pur-s-93,1,116,36208.15553855896,212966.0,1886000308010.0
pur-s-93,1,117,36472.05145215988,212966.0,1865000305066.0
pur-s-93,1,118,36738.6796541214,212966.0,1844000303804.0
pur-s-93,1,119,37011.70897984505,212966.0,1836000302514.0
pur-s-93,1,120,37300.00519943237,212966.0,1829000302258.0
pur-s-93,1,121,37576.05102992058,212966.0,1812000303024.0
pur-s-93,1,122,37847.33635163307,212966.0,1421000271210.0
pur-s-93,1,123,38106.30249261856,212966.0,702000259534.0
pur-s-93,1,124,38663.97586631775,212966.0,1991000306600.0
pur-s-93,1,125,38934.17001056671,212966.0,1943000301906.0
pur-s-93,1,126,39207.99357295036,212966.0,1871000300512.0
pur-s-93,1,127,39476.614008426666,212966.0,1856000302588.0
pur-s-93,1,128,39755.24478840828,212966.0,1842000301922.0
pur-s-93,1,129,40027.634695768356,212966.0,1828000304334.0
pur-s-93,1,130,40294.72333693504,212966.0,1815000298790.0
pur-s-93,1,131,40572.39951944351,212966.0,1600000289004.0
pur-s-93,1,132,41103.14633703232,212966.0,1996000315064.0
pur-s-93,1,133,42071.698568582535,212966.0,1941000303296.0
pur-s-93,1,134,42353.57893586159,212966.0,1887000307614.0
pur-s-93,1,135,42619.22202849388,212966.0,1865000302534.0
pur-s-93,1,136,42884.95116376877,212966.0,1847000303780.0
pur-s-93,1,137,43148.403858184814,212966.0,1829000302614.0
pur-s-93,1,138,43430.80691432953,212966.0,1818000306080.0
pur-s-93,1,139,43699.03786587715,212966.0,1401000278504.0
pur-s-93,1,140,43977.91422533989,212966.0,1119000257306.0
pur-s-93,1,141,44511.25739192963,212966.0,2000000307634.0
pur-s-93,1,142,44780.533469200134,212966.0,1933000305784.0
pur-s-93,1,143,45046.14772248268,212966.0,1884000297968.0
pur-s-93,1,144,45308.53151631355,212966.0,1860000299294.0
pur-s-93,1,145,45661.11601471901,212966.0,1841000301234.0
pur-s-93,1,146,45940.97223806381,212966.0,1828000304264.0
pur-s-93,1,147,46216.27465081215,212966.0,1791000296714.0
pur-s-93,1,148,46575.81794810295,212966.0,1615000296308.0
