Instance,Trial,Generation,Time,Best,Worst
car-s-91,2,35,226.63892602920532,100568.0,5000100510.0
car-s-91,2,36,232.65588974952698,100568.0,5000100478.0
car-s-91,2,37,238.17158365249634,100568.0,5000100474.0
car-s-91,2,38,243.4658567905426,100568.0,3000100534.0
car-s-91,2,39,249.048570394516,100568.0,3000100502.0
car-s-91,2,40,254.49375867843628,100568.0,3000100502.0
car-s-91,2,41,259.6212763786316,100568.0,3000100502.0
car-s-91,2,42,265.75225377082825,100568.0,3000100484.0
car-s-91,2,43,271.7370574474335,100568.0,3000100484.0
car-s-91,2,44,277.7050004005432,100568.0,3000100484.0
car-s-91,2,45,282.88591718673706,100568.0,3000100484.0
car-s-91,2,46,289.17475032806396,100568.0,3000100484.0
car-s-91,2,47,294.88707280158997,100568.0,3000100484.0
car-s-91,2,48,300.4746267795563,100568.0,3000100484.0
car-s-91,2,49,306.1709578037262,100568.0,3000100484.0
car-s-91,2,50,312.3874235153198,100568.0,3000100484.0
car-s-91,2,51,317.9326002597809,100568.0,3000100484.0
car-s-91,2,52,323.63102316856384,100568.0,3000100484.0
car-s-91,2,53,329.0155837535858,100568.0,2000100554.0
car-s-91,2,54,334.6576118469238,100568.0,2000100504.0
car-s-91,2,55,340.6108524799347,100568.0,2000100504.0
car-s-91,2,56,346.42486453056335,100568.0,1000100560.0
car-s-91,2,57,352.4039340019226,100568.0,1000100560.0
car-s-91,2,58,358.36751675605774,100568.0,1000100544.0
car-s-91,2,59,364.1579055786133,100564.0,100580.0
car-s-91,2,60,370.30556178092957,100564.0,100580.0
car-s-91,2,61,376.12500739097595,100564.0,100568.0
car-s-91,2,62,382.5282094478607,100564.0,100568.0
car-s-91,2,63,388.6537775993347,100564.0,100568.0
car-s-91,2,64,394.14581084251404,100564.0,100568.0
car-s-91,2,65,400.0420460700989,100564.0,100568.0
car-s-91,2,66,406.1516306400299,100564.0,100568.0
car-s-91,2,67,411.60499334335327,100564.0,100564.0
car-s-91,2,68,424.5979835987091,100564.0,820000130136.0
car-s-91,2,69,430.3632152080536,100564.0,791000133450.0
car-s-91,2,70,436.2696933746338,100564.0,646000122500.0
car-s-91,2,71,441.92101860046387,100564.0,617000119546.0
car-s-91,2,72,447.24129462242126,100564.0,239000105186.0
car-s-91,2,73,453.1518590450287,100564.0,100564.0
car-s-91,2,74,465.77727341651917,100564.0,821000133318.0
car-s-91,2,75,471.9465706348419,100564.0,797000129450.0
car-s-91,2,76,477.9278528690338,100564.0,647000125060.0
car-s-91,2,77,483.81236267089844,100564.0,617000121078.0
car-s-91,2,78,489.2699120044708,100564.0,402000112464.0
car-s-91,2,79,495.55266547203064,100564.0,100564.0
car-s-91,2,80,508.6416804790497,100564.0,817000133850.0
car-s-91,2,81,513.8916914463043,100564.0,791000130764.0
car-s-91,2,82,519.4605059623718,100564.0,643000121656.0
car-s-91,2,83,525.7001388072968,100564.0,608000119020.0
car-s-91,2,84,532.3211529254913,100564.0,333000108494.0
car-s-91,2,85,538.1418437957764,100564.0,100564.0
car-s-91,2,86,551.1679310798645,100564.0,817000129386.0
car-s-91,2,87,556.8939831256866,100564.0,793000132772.0
car-s-91,2,88,562.4708998203278,100564.0,650000121536.0
car-s-91,2,89,567.7605476379395,100564.0,598000122680.0
car-s-91,2,90,573.226767539978,100564.0,100564.0
car-s-91,2,91,586.293705701828,100564.0,814000132756.0
car-s-91,2,92,592.1490263938904,100564.0,790000130404.0
car-s-91,2,93,597.7951538562775,100564.0,648000128652.0
car-s-91,2,94,603.9370093345642,100564.0,613000124182.0
car-s-91,2,95,609.6160187721252,100564.0,355000110136.0
car-s-91,2,96,614.9383301734924,100564.0,100564.0
car-s-91,2,97,627.677127122879,100564.0,815000131302.0
car-s-91,2,98,633.2787415981293,100564.0,774000128056.0
car-s-91,2,99,638.7007718086243,100564.0,624000122388.0
car-s-91,3,0,7.682765007019043,98236.0,819000129210.0
car-s-91,3,1,14.385382413864136,98236.0,798000132180.0
car-s-91,3,2,19.65266704559326,98236.0,668000124514.0
car-s-91,3,3,25.405563354492188,98236.0,610000121490.0
car-s-91,3,4,31.31521224975586,98236.0,386000111182.0
car-s-91,3,5,37.6011164188385,98236.0,337000108034.0
car-s-91,3,6,44.28807306289673,98236.0,283000106576.0
car-s-91,3,7,49.804044008255005,98236.0,233000106036.0
car-s-91,3,8,55.460479736328125,98236.0,190000104832.0
car-s-91,3,9,61.97388243675232,98236.0,146000102540.0
car-s-91,3,10,68.28929281234741,98236.0,95000100716.0
car-s-91,3,11,74.70064973831177,98236.0,27000101426.0
car-s-91,3,12,81.60564827919006,98236.0,19000098214.0
car-s-91,3,13,88.14787244796753,98236.0,16000098224.0
car-s-91,3,14,93.9073371887207,98236.0,11000098272.0
car-s-91,3,15,99.65968227386475,98236.0,102354.0
car-s-91,3,16,105.38215327262878,98236.0,98236.0
car-s-91,3,17,117.68933057785034,98236.0,816000129976.0
car-s-91,3,18,123.82279992103577,98236.0,788000131322.0
car-s-91,3,19,130.26697397232056,98236.0,659000123968.0
car-s-91,3,20,135.87150073051453,98236.0,611000120548.0
car-s-91,3,21,142.18841886520386,98236.0,466000111904.0
car-s-91,3,22,147.6467833518982,98236.0,98236.0
car-s-91,3,23,159.63204550743103,98236.0,818000135136.0
car-s-91,3,24,165.39838457107544,98236.0,797000135320.0
car-s-91,3,25,170.88440203666687,98236.0,642000120310.0
car-s-91,3,26,176.48412370681763,98236.0,444000111720.0
car-s-91,3,27,182.74327087402344,98236.0,98236.0
car-s-91,3,28,195.26591801643372,98236.0,817000131844.0
car-s-91,3,29,200.52760863304138,98236.0,795000133524.0
car-s-91,3,30,206.06402134895325,98236.0,658000119736.0
car-s-91,3,31,212.1798334121704,98236.0,607000119674.0
car-s-91,3,32,218.11377239227295,98236.0,235000103010.0
car-s-91,3,33,223.73307299613953,98236.0,98236.0
car-s-91,3,34,236.4228937625885,98236.0,819000130054.0
car-s-91,3,35,242.40943241119385,98236.0,799000130566.0
car-s-91,3,36,248.55772852897644,98236.0,693000129094.0
car-s-91,3,37,253.7257559299469,98236.0,615000122798.0
car-s-91,3,38,259.7103183269501,98236.0,501000119572.0
car-s-91,3,39,265.7246012687683,98236.0,98236.0
car-s-91,3,40,278.78281474113464,98236.0,815000131308.0
car-s-91,3,41,284.1228618621826,98236.0,795000131578.0
car-s-91,3,42,289.805367231369,98236.0,661000120772.0
car-s-91,3,43,301.83959197998047,98236.0,614000122592.0
car-s-91,3,44,315.9262149333954,98236.0,152000101452.0
car-s-91,3,45,331.1094181537628,98236.0,98236.0
car-s-91,3,46,362.6595275402069,98236.0,815000131614.0
car-s-91,3,47,377.7492370605469,98236.0,786000130656.0
car-s-91,3,48,392.2823257446289,98236.0,639000125932.0
car-s-91,3,49,407.07919335365295,98236.0,601000122388.0
car-s-91,3,50,421.81554198265076,98236.0,136000101564.0
car-s-91,3,51,437.27419781684875,98236.0,98236.0
car-s-91,3,52,468.7992458343506,98236.0,811000129306.0
car-s-91,3,53,483.1994996070862,98236.0,788000127700.0
car-s-91,3,54,497.4896194934845,98236.0,640000121266.0
car-s-91,3,55,510.8566052913666,98236.0,434000115340.0
car-s-91,3,56,525.7632410526276,98236.0,98236.0
car-s-91,3,57,558.5507752895355,98236.0,814000135706.0
car-s-91,3,58,572.4492466449738,98236.0,771000130012.0
car-s-91,3,59,585.2092187404633,98236.0,634000122676.0
car-s-91,3,60,600.6896824836731,98236.0,551000113134.0
car-s-91,3,61,614.0442688465118,98236.0,98236.0
car-s-91,3,62,645.8780932426453,98236.0,811000132980.0
car-s-91,3,63,659.8357155323029,98236.0,787000132560.0
car-s-91,3,64,673.8974623680115,98236.0,636000120632.0
car-s-91,3,65,687.9537177085876,98236.0,594000122306.0
car-s-91,3,66,701.749573469162,98236.0,98236.0
car-s-91,3,67,732.5892922878265,98236.0,821000131526.0
car-s-91,3,68,745.9719672203064,98236.0,792000132860.0
car-s-91,3,69,759.7443928718567,98236.0,623000124550.0
car-s-91,3,70,774.2809293270111,98236.0,432000109810.0
car-s-91,3,71,788.5721690654755,98236.0,98236.0
car-s-91,3,72,820.8544929027557,98236.0,813000132222.0
car-s-91,3,73,834.8193807601929,98236.0,785000131126.0
